MMSI,shipType,shipTypeSpecific
232014452,Cargo,Bulk Carrier
232016424,Sailing Vessel,Sailing Vessel
232017938,Cargo,Bulk Carrier
232018037,Cargo,General Cargo
232018048,Cargo,Bulk Carrier
232018318,Pleasure Craft,Pleasure Craft
232019341,Tanker,Oil Products Tanker
232020054,Tanker,Oil/Chemical Tanker
232023550,Cargo,Bulk Carrier
232023879,Pleasure Craft,Pleasure Craft
232024279,Cargo,Bulk Carrier
232025145,Cargo,Bulk Carrier
232025973,Tanker,Tanker
232026338,Pleasure Craft,Pleasure Craft
232026670,Tanker - Hazard D (Recognizable),Oil/Chemical Tanker
232026709,Tanker - Hazard A (Major),Oil Products Tanker
232027481,Dredger,Hopper Dredger
232027637,Cargo,Bulk Carrier
232028411,Pleasure Craft,Pleasure Craft
232031388,Cargo,Bulk Carrier
232032107,Dredger,Hopper Dredger
232032735,Cargo,General Cargo
232034871,Pleasure Craft,Yacht
232036878,Sailing Vessel,Sailing Vessel
232752000,Cargo,Bulk Carrier
235058697,Cargo,Vehicles Carrier
235070715,Cargo,General Cargo
235074589,Cargo,Bulk Carrier
235075032,Pleasure Craft,Yacht
235075591,Cargo,General Cargo
235076272,Tanker,Crude Oil Tanker
235076282,Tanker,Crude Oil Tanker
235077715,Cargo,General Cargo
235090537,Cargo,General Cargo
235093854,Pleasure Craft,Pleasure Craft
235094864,Sailing Vessel,Sailing Vessel
235102498,Cargo,Bulk Carrier
235102768,Cargo,General Cargo
235102851,Cargo,General Cargo
235103359,Passenger,Passenger Ship
235103765,Cargo,Bulk Carrier
235103766,Cargo,Bulk Carrier
235106302,Tanker,LPG Tanker
235108527,Tanker,Crude Oil Tanker
235108529,Tanker,Crude Oil Tanker
235108534,Tanker,Crude Oil Tanker
235109817,Sailing Vessel,Sailing Vessel
235112723,Pleasure Craft,Pleasure Craft
235113778,Cargo,Bulk Carrier
235114799,Cargo,Bulk Carrier
235500000,Cargo,Ro-Ro Cargo
235507000,Cargo,Ro-Ro Cargo
235572000,Cargo,Ro-Ro Cargo
235665000,Pleasure Craft,Yacht
236111603,Cargo,General Cargo
236111817,Cargo,General Cargo
236325000,Cargo,General Cargo
236509000,Cargo,General Cargo
236553000,Cargo,General Cargo
236568000,Cargo,General Cargo
236583000,Tanker,General Cargo
236594000,Tanker,Asphalt/Bitumen Tanker
236622000,Cargo,General Cargo
236627000,Pleasure Craft,Pleasure Craft
236642000,Tug,Anchor Handling Vessel
236683000,Tanker,Oil/Chemical Tanker
236685000,Cargo,General Cargo
236707000,Cargo,Bulk Carrier
236709000,Cargo,Bulk Carrier
236710000,Cargo,Bulk Carrier
236716000,Tug,Anchor Handling Vessel
236723000,Cargo,Bulk Carrier
237001000,Passenger,Ro-Ro/Passenger Ship
237002600,Passenger,Ro-Ro/Passenger Ship
237006500,Cargo - Hazard B,General Cargo
237006600,High Speed Craft,High Speed Craft
237009100,Tanker,Oil Products Tanker
237017500,Passenger,Ro-Ro/Passenger Ship
237022000,Passenger,Ro-Ro/Passenger Ship
237023600,High Speed Craft,High Speed Craft
237024500,High Speed Craft,High Speed Craft
237026300,Passenger,Ro-Ro/Passenger Ship
237030700,Passenger,Ro-Ro/Passenger Ship
237037400,Passenger,Ro-Ro/Passenger Ship
237040100,Passenger,Ro-Ro/Passenger Ship
237044600,Passenger,Ro-Ro/Passenger Ship
237072000,Tug,Tug
237081400,Passenger,Ro-Ro/Passenger Ship
237128700,Cargo,Ro-Ro/Passenger Ship
237141000,Cargo,General Cargo
237280000,Passenger,Ro-Ro/Passenger Ship
237296900,Cargo,Oil Products Tanker
237338400,Passenger,Passenger Ship
237358800,Passenger,Ro-Ro/Passenger Ship
237363700,Passenger,Ro-Ro/Passenger Ship
237402000,Fishing,Fishing Vessel
237416000,Passenger,Ro-Ro/Passenger Ship
237448400,Passenger,Ro-Ro/Passenger Ship
237453600,Passenger,Ro-Ro/Passenger Ship
237470000,Fishing,Fishing Vessel
237482000,Fishing,Fishing Vessel
237557600,Passenger,Passenger Ship
237584400,Tug,Tug
237592700,Passenger,Ro-Ro/Passenger Ship
237593100,Passenger,Ro-Ro/Passenger Ship
237594500,Tug,Tug
237611000,Passenger,Ro-Ro/Passenger Ship
237644000,Fishing,Fishing Vessel
237698000,Fishing,Trawler
237808200,Passenger,Ro-Ro/Passenger Ship
237810700,Pleasure Craft,Pleasure Craft
237818200,Passenger,Ro-Ro/Passenger Ship
237836900,High Speed Craft,High Speed Craft
237955000,Passenger,Ro-Ro/Passenger Ship
238016000,Cargo,Bulk Carrier
238019000,Tanker,Crude Oil Tanker
238179000,Cargo,Ore/Oil Carrier
238233000,Tanker,Crude Oil Tanker
238250000,Tanker,Crude Oil Tanker
238252000,Tanker,Crude Oil Tanker
238261840,Cargo,"Inland, Motor Freighter"
238266000,Cargo,Bulk Carrier
238893840,Cargo,Inland Cargo
238932240,Military Ops,Military Ops
239005400,Passenger,Ro-Ro/Passenger Ship
239056300,Passenger,Ro-Ro/Passenger Ship
239117000,Fishing,Fishing Vessel
239308000,Passenger,Ro-Ro/Passenger Ship
239351300,Sailing Vessel,Sailing Vessel
239370500,Pleasure Craft,Pleasure Craft
239414100,Passenger,Ro-Ro/Passenger Ship
239506000,Fishing,Fishing Vessel
239550200,Tanker,Bunkering Tanker
239564400,Passenger,Ro-Ro/Passenger Ship
239642000,Tug,Tug
239658000,High Speed Craft,High Speed Craft
239679000,Passenger,Ro-Ro/Passenger Ship
239710200,Passenger,Ro-Ro/Passenger Ship
239722800,Passenger,Ro-Ro/Passenger Ship
239743000,Tug,Tug
239780000,Passenger,Passenger Ship
239806000,Passenger,Ro-Ro/Passenger Ship
239814500,Tug,Tug
239838000,Cargo,Bulk Carrier
239842700,Tug,Tug
239892500,Passenger,Ro-Ro/Passenger Ship
239907700,Sailing Vessel,Sailing Vessel
239918000,Passenger,Ro-Ro/Passenger Ship
239923000,Passenger,Ro-Ro/Passenger Ship
239924000,Passenger,Ro-Ro/Passenger Ship
239981000,Passenger,Ro-Ro/Passenger Ship
239998600,Tanker,Oil Products Tanker
240029700,Sailing Vessel,Sailing Vessel
240031600,Passenger,Ro-Ro/Passenger Ship
240039100,Cargo,General Cargo
240040300,Sailing Vessel,Sailing Vessel
240043800,Tanker,Oil Products Tanker
240053300,Passenger,Ro-Ro/Passenger Ship
240056900,Passenger,Ro-Ro/Passenger Ship
240071300,Passenger,Ro-Ro/Passenger Ship
240099800,Sailing Vessel,Sailing Vessel
240101900,Passenger,Ro-Ro/Passenger Ship
240104400,Passenger,Passenger Ship
240111000,Cargo,Bulk Carrier
240139500,High Speed Craft,High Speed Craft
240146300,Sailing Vessel,Sailing Vessel
240155300,Pleasure Craft,Pleasure Craft
240161600,Pleasure Craft,Pleasure Craft
240184000,Passenger,Ro-Ro/Passenger Ship
240188500,Cargo,General Cargo
240190400,Pleasure Craft,Pleasure Craft
240203000,Cargo,Bulk Carrier
240220400,Passenger,Ro-Ro/Passenger Ship
240251200,Sailing Vessel,Sailing Vessel
240251700,Sailing Vessel,Sailing Vessel
240256500,Sailing Vessel,Sailing Vessel
240257100,Sailing Vessel,Sailing Vessel
240260100,Sailing Vessel,Sailing Vessel
240265300,Sailing Vessel,Sailing Vessel
240266700,Sailing Vessel,Sailing Vessel
240293500,Tug,Tug
240313300,High Speed Craft,High Speed Craft
240317000,High Speed Craft,High Speed Craft
240317300,Cargo,General Cargo
240323600,Passenger,Passenger Ship
240336800,Sailing Vessel,Sailing Vessel
240369500,Sailing Vessel,Sailing Vessel
240381000,Pleasure Craft,Pleasure Craft
240389000,Passenger,Ro-Ro/Passenger Ship
240446000,Cargo,Bulk Carrier
240463000,Tanker,Crude Oil Tanker
240480000,Tanker,Crude Oil Tanker
240485000,Tanker,Oil Products Tanker
240493000,Tanker,Oil/Chemical Tanker
240517000,Tanker - Hazard A (Major),Crude Oil Tanker
240521000,Passenger,Ro-Ro/Passenger Ship
240542000,Tanker,Oil Products Tanker
240544000,Cargo,Cement Carrier
240546000,Tanker,Tanker
240547000,Tanker,Crude Oil Tanker
240560000,Tanker,Oil/Chemical Tanker
240565000,Tanker,Crude Oil Tanker
240569000,Cargo,Bulk Carrier
240575000,Tanker,Crude Oil Tanker
240580000,Passenger,Ro-Ro/Passenger Ship
240581000,Cargo,General Cargo
240585000,Cargo,Bulk Carrier
240594000,Tanker,Crude Oil Tanker
240597000,Tanker,Oil/Chemical Tanker
240605000,Passenger,Yacht
240608000,Cargo,Bulk Carrier
240612000,Tug,Tug
240633000,Tanker,Crude Oil Tanker
240653000,Tanker,Crude Oil Tanker
240657000,Tanker,Crude Oil Tanker
240658000,Tanker,Crude Oil Tanker
240681000,Tanker,Crude Oil Tanker
240685000,Passenger,Ro-Ro/Passenger Ship
240702000,Pleasure Craft,Yacht
240708000,Tanker - Hazard C (Minor),Oil Products Tanker
240715000,Tanker,Crude Oil Tanker
240733000,Tug,Tug
240743000,Cargo,Cement Carrier
240787000,Tanker,Oil/Chemical Tanker
240788000,Tanker,Oil/Chemical Tanker
240796000,Cargo,Bulk Carrier
240821000,Tanker,Crude Oil Tanker
240827000,Tanker - Hazard A (Major),Oil Products Tanker
240858000,Cargo,Bulk Carrier
240897000,Tanker,Bunkering Tanker
240917000,Tug,Tug
240922000,Tug,Tug
240927000,Cargo,Bulk Carrier
240931000,High Speed Craft,High Speed Craft
240932000,High Speed Craft,High Speed Craft
240941000,Tanker,Oil/Chemical Tanker
240942000,Tanker,Oil/Chemical Tanker
240949000,Tanker,Oil/Chemical Tanker
240955000,Tanker,Crude Oil Tanker
240959000,Tanker,Crude Oil Tanker
240963000,Cargo,Bulk Carrier
240966000,Tanker,"Inland, Motor Tanker"
240975000,Tanker,Oil/Chemical Tanker
240979000,Cargo,Bulk Carrier
240988000,Cargo,Bulk Carrier
241013000,Cargo,Bulk Carrier
241025000,Tanker,Oil/Chemical Tanker
241031000,Cargo,Bulk Carrier
241044000,Cargo,Bulk Carrier
241049000,Tug,Tug
241054000,Cargo,Bulk Carrier
241058000,Cargo,Bulk Carrier
241073000,Cargo,Bulk Carrier
241075000,Cargo,Bulk Carrier
241086000,Tanker,Crude Oil Tanker
241087000,Passenger,Ro-Ro/Passenger Ship
241109000,Tanker,Oil/Chemical Tanker
241112000,Tanker,Bunkering Tanker
241116000,Cargo,Bulk Carrier
241118000,Cargo,Bulk Carrier
241123000,Cargo,Bulk Carrier
241126000,Tug,Supply Vessel
241132000,Tanker,Crude Oil Tanker
241133000,Passenger,Ro-Ro/Passenger Ship
241142000,Cargo,Bulk Carrier
241143000,Cargo,Bulk Carrier
241154000,Tanker,Crude Oil Tanker
241159000,Passenger,Ro-Ro/Passenger Ship
241160000,Cargo,Bulk Carrier
241166000,Cargo,Bulk Carrier
241190000,Tanker,Oil/Chemical Tanker
241195000,Cargo,Bulk Carrier
241196000,Cargo,Bulk Carrier
241198000,Cargo,Bulk Carrier
241199000,Tanker,Crude Oil Tanker
241212000,Tanker,Crude Oil Tanker
241216000,Tanker,Oil/Chemical Tanker
241222000,Cargo,Bulk Carrier
241229000,Cargo,Bulk Carrier
241231000,Tanker - Hazard D (Recognizable),Oil/Chemical Tanker
241233000,Cargo,General Cargo
241251000,Tanker,Oil/Chemical Tanker
241259000,Cargo,Bulk Carrier
241262000,Tanker,Oil/Chemical Tanker
241267000,Cargo,Bulk Carrier
241274000,Cargo,Bulk Carrier
241279000,Tanker,Crude Oil Tanker
241283000,Cargo,Bulk Carrier
241299000,Cargo,Bulk Carrier
241322000,Tanker,Oil Products Tanker
241324000,Tanker,Oil Products Tanker
241331000,Tanker,Crude Oil Tanker
241343000,Tanker,Crude Oil Tanker
241348000,Tanker,Crude Oil Tanker
241349000,Tanker,LPG Tanker
241352000,Tanker,LNG Tanker
241356000,Tanker,Crude Oil Tanker
241359000,Tanker,Crude Oil Tanker
241373000,Cargo,Bulk Carrier
241375000,Cargo,Bulk Carrier
241376000,Cargo,Bulk Carrier
241395000,Tug,Tug
241406000,Tanker,Crude Oil Tanker
241408000,Tanker,Crude Oil Tanker
241420000,High Speed Craft,High Speed Craft
241421000,Cargo,Bulk Carrier
241427000,Cargo,Bulk Carrier
241432000,Cargo,Bulk Carrier
241435000,Passenger,Ro-Ro/Passenger Ship
241443000,Tug,Tug
241444000,Tanker,Crude Oil Tanker
241445000,Tanker,Crude Oil Tanker
241453000,Tanker,Crude Oil Tanker
241454000,Tanker,Crude Oil Tanker
241455000,Tanker,Crude Oil Tanker
241456000,Tanker,Crude Oil Tanker
241460000,Pleasure Craft,Yacht
241463000,Tanker,Crude Oil Tanker
241466000,Tanker,Crude Oil Tanker
241469000,Tug,Tug
241485000,Tanker,Crude Oil Tanker
241493000,Tanker,Crude Oil Tanker
241495000,Cargo,Ro-Ro Cargo
241500000,Tug,Tug
241502000,Tanker,Crude Oil Tanker
241506000,Tug,Tug
241508000,Cargo,Bulk Carrier
241511000,Cargo,Container Ship
241517000,Tanker,Crude Oil Tanker
241518000,Tanker - Hazard A (Major),Crude Oil Tanker
241523000,Tanker,Oil/Chemical Tanker
241567000,Tug,Tug
241570000,Tanker,Crude Oil Tanker
241571000,Tug,Tug/Supply Vessel
241575000,Tanker,Oil/Chemical Tanker
241580000,Tanker,Crude Oil Tanker
241581000,Cargo,Bulk Carrier
241591000,Passenger,Ro-Ro/Passenger Ship
241600000,Tug,Tug
241602000,Cargo,Bulk Carrier
241604000,Tanker,Crude Oil Tanker
241610000,Tanker,Oil/Chemical Tanker
241614000,Tanker,Crude Oil Tanker
241618000,Tanker - Hazard A (Major),Oil Products Tanker
241627000,Tanker,Crude Oil Tanker
241630000,Tanker,Oil/Chemical Tanker
241639000,Cargo,Cement Carrier
241652000,Cargo,Bulk Carrier
241659000,Tanker,Crude Oil Tanker
241671000,Cargo,Ro-Ro Cargo
241675000,Tanker,Bunkering Tanker
241676000,Tanker,Oil/Chemical Tanker
241678000,High Speed Craft,High Speed Craft
241683000,Tanker,Oil Products Tanker
241689000,Tanker,Crude Oil Tanker
241701000,Tanker,Crude Oil Tanker
241709000,Cargo,Bulk Carrier
241714000,Tanker,Crude Oil Tanker
241715000,Tanker,Crude Oil Tanker
241716000,Tanker,Crude Oil Tanker
241717000,Tug,Tug
241726000,Passenger,Ro-Ro/Passenger Ship
241727000,Tug,Tug
241728000,Tug,Tug
241730000,Tanker,Crude Oil Tanker
241731000,Tanker,Crude Oil Tanker
241734000,Tanker,Crude Oil Tanker
241735000,Tanker,Crude Oil Tanker
241737000,Pleasure Craft,Yacht
241741000,Tanker,Crude Oil Tanker
241750000,Tanker,Oil/Chemical Tanker
241756000,Sailing Vessel,Sailing Vessel
242754300,Cargo - Hazard A (Major),Container Ship
242830300,Cargo - Hazard D (Recognizable),Container Ship
242958300,Fishing,Fishing Vessel
243042659,Cargo,"Inland, Motor Freighter Pushing Freighter(s)"
243070804,Cargo,"Inland, Motor Freighter"
243071713,Cargo,"Inland, Motor Freighter"
243071719,Cargo,"Inland, Motor Freighter Pushing Freighter(s)"
244000956,Passenger,"Inland, Passenger Ship, Ferry, Cruise ship"
244010945,Cargo,General Cargo
244014000,Cargo,General Cargo
244030279,Tug,Tug
244030629,Cargo,General Cargo
244050240,Dredger,Hopper Dredger
244054000,Cargo,General Cargo
244058000,Cargo,General Cargo
244060297,Sailing Vessel,Yacht
244060802,Cargo,General Cargo
244063000,Cargo,General Cargo
244106000,Cargo,General Cargo
244109000,Cargo,General Cargo
244130873,Cargo,General Cargo
244140321,Cargo,General Cargo
244149000,Cargo,General Cargo
244150086,Cargo,General Cargo
244150516,Cargo,General Cargo
244160000,Cargo,General Cargo
244170427,Cargo,General Cargo
244170551,Cargo,"Inland, Motor Freighter"
244171000,Cargo,Cargo/Containership
244176000,Cargo,General Cargo
244180100,Sailing Vessel,Sailing Vessel
244181000,Tug,Fire Fighting Vessel
244185189,Cargo,"Inland, Motor Freighter"
244218000,Cargo,General Cargo
244227000,Cargo,General Cargo
244321000,Cargo,General Cargo
244340000,Cargo,General Cargo
244347000,Cargo,General Cargo
244366000,Cargo,General Cargo
244376000,Cargo,General Cargo
244457000,Cargo,General Cargo
244554000,Cargo,General Cargo
244557000,Cargo,Cargo/Containership
244559000,Cargo,Heavy Load Carrier
244562000,Cargo,Cargo/Containership
244573000,Cargo,General Cargo
244615000,Cargo,General Cargo
244615929,Cargo,General Cargo
244620052,Cargo,General Cargo
244620571,Cargo,Heavy Load Carrier
244620677,Cargo,"Inland, Motor Freighter"
244620781,Cargo,"Inland, Motor Freighter"
244632000,Cargo,Cargo/Containership
244642000,Cargo,General Cargo
244650317,Cargo,General Cargo
244650331,Cargo,General Cargo
244650636,Cargo,"Inland, Motor Freighter"
244650638,Cargo,"Inland, Motor Freighter with Ships Alongside"
244650689,Dredger,"Inland, Maintainance Craft, Cableship, Dredger"
244660492,Cargo,Cargo
244660785,Cargo,"Inland, Motor Freighter"
244660818,Tug,Tug
244674000,Cargo,General Cargo
244694000,Cargo,General Cargo
244700861,Cargo,"Inland, Motor Freighter"
244707000,Cargo - Hazard A (Major),General Cargo
244730076,Passenger,"Inland, Passenger Ship, Ferry, Cruise ship"
244740779,Cargo,"Inland, Motor Freighter"
244750716,Cargo,Cargo/Containership
244750856,Cargo,"Inland, Motor Freighter"
244770273,Cargo,General Cargo
244790016,Cargo,"Inland, Motor Freighter"
244790047,Cargo,Cargo/Containership
244790145,Cargo,Reefer
244790234,Cargo,General Cargo
244790509,Cargo,General Cargo
244790607,Cargo,Cargo/Containership
244790608,Cargo,Cargo/Containership
244790985,Tug,Tug
244810418,Cargo,Heavy Load Carrier
244810443,Cargo,Cargo/Containership
244810614,Cargo,General Cargo
244814000,Pleasure Craft,Yacht
244828000,Fishing,Fishing Vessel
244830401,Cargo,Bulk Carrier
244830552,Cargo,Cargo
244830818,Cargo,General Cargo
244848000,Cargo,General Cargo
244850226,Cargo,General Cargo
244850852,Cargo,General Cargo
244850853,Cargo,General Cargo
244850854,Cargo,General Cargo
244850855,Cargo,General Cargo
244850975,Tug,Tug
244855000,Cargo,Cargo/Containership
244860255,Cargo,General Cargo
244865000,Cargo,General Cargo
244868000,Cargo,General Cargo
244870311,Cargo,Heavy Lift Vessel
244890030,Cargo,"Inland, Motor Freighter"
244890116,Tanker,"Inland, Motor Tanker"
244901000,Cargo,Cargo/Containership
244903000,Cargo,General Cargo
244976000,Cargo,Cargo/Containership
245021000,Cargo,Heavy Load Carrier
245057000,Cargo,Cargo/Containership
245060000,Cargo,General Cargo
245118000,Cargo,General Cargo
245206000,Passenger,Passenger Ship
245226000,Cargo,Cargo/Containership
245237000,Cargo,General Cargo
245278000,Cargo,Cargo/Containership
245279000,Cargo,Cargo/Containership
245302000,Cargo,General Cargo
245394000,Cargo,General Cargo
245413000,Cargo,Cargo/Containership
245465000,Cargo,General Cargo
245471000,Cargo,General Cargo
245547000,Cargo,General Cargo
245555000,Tug,Fire Fighting Vessel
245568000,Cargo,Cargo/Containership
245615000,Cargo,General Cargo
245682000,Cargo,General Cargo
245726000,Cargo,General Cargo
245732000,Cargo,Heavy Load Carrier
245854000,Cargo,Bulk Carrier
245909000,Cargo,General Cargo
245911000,Tanker,Oil/Chemical Tanker
245912000,Cargo,General Cargo
245926000,Cargo,General Cargo
245947000,Cargo,General Cargo
245959000,Cargo,General Cargo
246029000,Cargo,Cargo/Containership
246113000,Cargo,General Cargo
246127000,Cargo,General Cargo
246203000,Tug,Tug
246236000,Cargo,General Cargo
246347000,Tanker,Chemical Tanker
246350000,Tug,Tug
246367000,Cargo,General Cargo
246388000,Cargo,General Cargo
246430000,Cargo,General Cargo
246441000,Cargo,Cargo/Containership
246442000,Passenger,Passenger Ship
246443000,Cargo,General Cargo
246452000,Cargo,General Cargo
246455000,Cargo,General Cargo
246457000,Cargo,Cargo/Containership
246458000,Cargo,General Cargo
246472000,Dredger,Suction Dredger
246479000,Cargo,General Cargo
246518000,Cargo,General Cargo
246592000,Cargo,General Cargo
246593000,Cargo,General Cargo
246607000,Tug,Tug
246611000,Cargo,General Cargo
246666000,Cargo,General Cargo
246671000,Cargo,General Cargo
246715000,Cargo,Heavy Load Carrier
246737000,Cargo,General Cargo
246757000,Cargo,General Cargo
246765000,Cargo,General Cargo
246770000,Cargo,General Cargo
246789000,Cargo,General Cargo
246794000,Cargo,General Cargo
246802000,Cargo,General Cargo
246807000,Cargo,General Cargo
246845000,Cargo,General Cargo
246854000,Cargo,General Cargo
247000300,Passenger,Ro-Ro/Passenger Ship
247003700,Passenger,Ro-Ro/Passenger Ship
247010100,Passenger,Ro-Ro/Passenger Ship
247013600,Tanker - Hazard B,Oil/Chemical Tanker
247018700,Cargo,Vehicles Carrier
247019600,Cargo,Ro-Ro/Container Carrier
247039300,Cargo,Vehicles Carrier
247039400,Cargo,Vehicles Carrier
247041390,Fishing,Fishing Vessel
